Count.tree_pollen,Count.grass_pollen,Count.weed_pollen,Risk.tree_pollen,Risk.grass_pollen,Risk.weed_pollen,Species.Others,Species.Grass.Grass / Poaceae,Species.Tree.Oak,Species.Tree.Cypress / Juniper / Cedar,Species.Tree.Mulberry,Species.Tree.Pine,Species.Tree.Elm,Species.Tree.Ash,Species.Tree.Birch,Species.Tree.Maple,Species.Tree.Poplar / Cottonwood,Species.Weed.Ragweed,SpeciesRisk.Oak,SpeciesRisk.Cypress / Juniper / Cedar,SpeciesRisk.Mulberry,SpeciesRisk.Pine,SpeciesRisk.Elm,SpeciesRisk.Ash,SpeciesRisk.Birch,SpeciesRisk.Maple,SpeciesRisk.Poplar / Cottonwood,SpeciesRisk.Grass / Poaceae,SpeciesRisk.Ragweed,lat,lng,time,date
122,21,8,Moderate,Low,Low,3,21,39,0,13,26,13,7,7,7,7,8,Moderate,Low,Low,Moderate,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1684022400,2023-05-14
188,34,6,Moderate,Moderate,Low,0,34,71,0,14,49,14,13,7,13,7,6,High,Low,Low,High,Moderate,Low,Low,Moderate,Low,Moderate,Low,33.7544657,-84.3898151,1684108800,2023-05-15
154,36,6,Moderate,Moderate,Low,4,36,49,0,16,33,16,9,9,9,9,6,Moderate,Low,Low,High,Moderate,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1684195200,2023-05-16
210,28,11,High,Low,Low,0,28,81,0,15,55,15,15,7,15,7,11,High,Low,Low,High,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1684281600,2023-05-17
108,22,12,Moderate,Low,Low,5,22,34,0,11,23,11,6,6,6,6,12,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1684368000,2023-05-18
129,25,12,Moderate,Low,Low,4,25,41,0,14,28,14,7,7,7,7,12,Moderate,Low,Low,High,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1684454400,2023-05-19
273,38,20,High,Moderate,Low,0,38,107,0,18,72,18,20,9,20,9,20,High,Low,Low,High,Moderate,Low,Low,High,Low,Moderate,Low,33.7544657,-84.3898151,1684540800,2023-05-20
102,18,7,Moderate,Low,Low,2,18,32,0,11,22,11,6,6,6,6,7,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1684627200,2023-05-21
144,30,5,Moderate,Moderate,Low,0,30,52,0,12,36,12,10,6,10,6,5,Moderate,Low,Low,High,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1684713600,2023-05-22
108,25,4,Moderate,Low,Low,5,25,34,0,11,23,11,6,6,6,6,4,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1684800000,2023-05-23
161,24,10,Moderate,Low,Low,0,24,60,0,13,41,13,11,6,11,6,10,High,Low,Low,High,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1684886400,2023-05-24
153,32,17,Moderate,Moderate,Low,4,32,48,0,16,33,16,9,9,9,9,17,Moderate,Low,Low,High,Moderate,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1684972800,2023-05-25
116,23,11,Moderate,Low,Low,6,23,37,0,12,25,12,6,6,6,6,11,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1685059200,2023-05-26
85,18,9,Low,Low,Low,18,18,22,0,8,15,8,3,4,3,4,9,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1685145600,2023-05-27
110,19,8,Moderate,Low,Low,3,19,35,0,12,24,12,6,6,6,6,8,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1685232000,2023-05-28
139,29,5,Moderate,Low,Low,0,29,52,0,12,35,12,8,6,8,6,5,Moderate,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1685318400,2023-05-29
230,53,9,High,Moderate,Low,5,53,73,0,25,50,25,13,13,13,13,9,High,Low,Moderate,High,High,Low,Low,Moderate,Low,Moderate,Low,33.7544657,-84.3898151,1685404800,2023-05-30
197,27,11,Moderate,Low,Low,0,27,75,0,15,52,15,13,7,13,7,11,High,Low,Low,High,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1685491200,2023-05-31
131,30,5,Moderate,Moderate,Low,6,30,41,0,14,28,14,7,7,7,7,5,Moderate,Low,Low,High,Moderate,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1685577600,2023-06-01
63,17,4,Low,Low,Low,24,17,11,0,6,8,6,1,3,1,3,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1685664000,2023-06-02
73,28,10,Low,Low,Low,3,28,23,0,8,16,7,4,4,4,4,10,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1685750400,2023-06-03
72,41,20,Low,Moderate,Low,5,41,23,0,7,15,7,4,4,4,3,20,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1685836800,2023-06-04
31,21,11,Low,Low,Low,21,21,2,0,3,1,2,0,1,0,1,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1685923200,2023-06-05
112,93,53,Moderate,High,Moderate,6,93,38,0,13,25,8,6,6,6,4,53,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,High,Moderate,33.7544657,-84.3898151,1686009600,2023-06-06
23,28,12,Low,Low,Low,18,28,1,0,2,0,1,0,1,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1686096000,2023-06-07
28,53,28,Low,Moderate,Moderate,6,53,9,0,3,6,1,1,1,1,0,28,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,33.7544657,-84.3898151,1686182400,2023-06-08
6,12,5,Low,Low,Low,5,12,0,0,0,1,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1686268800,2023-06-09
31,46,23,Low,Moderate,Moderate,4,46,11,0,3,7,0,2,2,2,0,23,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,33.7544657,-84.3898151,1686355200,2023-06-10
23,35,17,Low,Moderate,Low,5,35,8,0,2,5,0,1,1,1,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1686441600,2023-06-11
21,31,16,Low,Moderate,Low,16,31,1,0,2,0,0,1,0,1,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1686528000,2023-06-12
22,41,16,Low,Moderate,Low,4,41,8,0,2,5,0,1,1,1,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1686614400,2023-06-13
5,9,5,Low,Low,Low,4,9,0,0,0,1,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1686700800,2023-06-14
6,11,6,Low,Low,Low,3,11,2,0,0,1,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1686787200,2023-06-15
3,6,2,Low,Low,Low,3,6,0,0,0,0,0,0,0,0,0,2,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1686873600,2023-06-16
38,56,28,Low,Moderate,Moderate,5,56,14,0,4,9,0,2,2,2,0,28,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,33.7544657,-84.3898151,1686960000,2023-06-17
21,32,16,Low,Moderate,Low,4,32,7,0,2,5,0,1,1,1,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1687046400,2023-06-18
6,9,5,Low,Low,Low,5,9,0,0,0,1,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1687132800,2023-06-19
6,12,5,Low,Low,Low,3,12,2,0,0,1,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1687219200,2023-06-20
6,12,6,Low,Low,Low,5,12,0,0,0,1,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1687305600,2023-06-21
14,27,14,Low,Low,Low,5,27,5,0,1,3,0,0,0,0,0,14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1687392000,2023-06-22
7,13,5,Low,Low,Low,6,13,0,0,0,1,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1687478400,2023-06-23
15,22,11,Low,Low,Low,3,22,5,0,1,3,0,1,1,1,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1687564800,2023-06-24
32,48,24,Low,Moderate,Moderate,2,48,12,0,4,8,0,2,2,2,0,24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,33.7544657,-84.3898151,1687651200,2023-06-25
2,3,1,Low,Low,Low,2,3,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1687737600,2023-06-26
8,15,6,Low,Low,Low,2,15,3,0,1,2,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1687824000,2023-06-27
2,5,2,Low,Low,Low,2,5,0,0,0,0,0,0,0,0,0,2,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1687910400,2023-06-28
5,11,5,Low,Low,Low,3,11,1,0,0,1,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1687996800,2023-06-29
11,20,8,Low,Low,Low,10,20,0,0,1,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1688083200,2023-06-30
4,7,3,Low,Low,Low,3,7,0,0,0,1,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1688169600,2023-07-01
20,40,27,Low,Moderate,Moderate,3,40,7,0,2,5,0,1,1,1,0,27,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,33.7544657,-84.3898151,1688256000,2023-07-02
4,8,7,Low,Low,Low,3,8,1,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1688342400,2023-07-03
6,16,19,Low,Low,Low,5,16,0,0,0,1,0,0,0,0,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1688428800,2023-07-04
1,5,7,Low,Low,Low,1,5,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1688515200,2023-07-05
0,5,9,Low,Low,Low,0,5,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1688601600,2023-07-06
0,6,13,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1688688000,2023-07-07
0,4,12,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1688774400,2023-07-08
0,8,20,Low,Low,Low,0,8,0,0,0,0,0,0,0,0,0,20,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1688860800,2023-07-09
0,4,10,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1688947200,2023-07-10
0,6,17,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689033600,2023-07-11
0,5,14,Low,Low,Low,0,5,0,0,0,0,0,0,0,0,0,14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689120000,2023-07-12
0,3,8,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689206400,2023-07-13
0,3,10,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689292800,2023-07-14
0,1,4,Low,Low,Low,0,1,0,0,0,0,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689379200,2023-07-15
0,5,14,Low,Low,Low,0,5,0,0,0,0,0,0,0,0,0,14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689465600,2023-07-16
0,4,10,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689552000,2023-07-17
0,3,9,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689638400,2023-07-18
0,4,11,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689724800,2023-07-19
0,2,7,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689811200,2023-07-20
0,3,9,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689897600,2023-07-21
0,0,2,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,2,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1689984000,2023-07-22
0,6,14,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1690070400,2023-07-23
0,4,12,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1690156800,2023-07-24
0,3,9,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1690243200,2023-07-25
0,4,11,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1690329600,2023-07-26
0,4,11,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1690416000,2023-07-27
0,6,16,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1690502400,2023-07-28
0,1,3,Low,Low,Low,0,1,0,0,0,0,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1690588800,2023-07-29
0,4,11,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1690675200,2023-07-30
0,11,28,Low,Low,Moderate,0,11,0,0,0,0,0,0,0,0,0,28,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1690761600,2023-07-31
0,8,19,Low,Low,Low,0,8,0,0,0,0,0,0,0,0,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1690848000,2023-08-01
0,4,11,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1690934400,2023-08-02
0,3,11,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1691020800,2023-08-03
0,3,12,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1691107200,2023-08-04
0,2,11,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1691193600,2023-08-05
0,3,15,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1691280000,2023-08-06
0,2,8,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1691366400,2023-08-07
0,3,19,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1691452800,2023-08-08
0,5,27,Low,Low,Moderate,0,5,0,0,0,0,0,0,0,0,0,27,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1691539200,2023-08-09
0,2,12,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1691625600,2023-08-10
0,6,44,Low,Low,Moderate,0,6,0,0,0,0,0,0,0,0,0,44,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1691712000,2023-08-11
0,8,40,Low,Low,Moderate,0,8,0,0,0,0,0,0,0,0,0,40,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1691798400,2023-08-12
0,11,55,Low,Low,Moderate,0,11,0,0,0,0,0,0,0,0,0,55,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1691884800,2023-08-13
0,0,0,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1691971200,2023-08-14
0,2,15,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1692057600,2023-08-15
0,10,60,Low,Low,Moderate,0,10,0,0,0,0,0,0,0,0,0,60,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692144000,2023-08-16
0,11,57,Low,Low,Moderate,0,11,0,0,0,0,0,0,0,0,0,57,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692230400,2023-08-17
0,8,57,Low,Low,Moderate,0,8,0,0,0,0,0,0,0,0,0,57,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692316800,2023-08-18
0,6,30,Low,Low,Moderate,0,6,0,0,0,0,0,0,0,0,0,30,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692403200,2023-08-19
0,10,47,Low,Low,Moderate,0,10,0,0,0,0,0,0,0,0,0,47,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692489600,2023-08-20
0,7,54,Low,Low,Moderate,0,7,0,0,0,0,0,0,0,0,0,54,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692576000,2023-08-21
0,8,44,Low,Low,Moderate,0,8,0,0,0,0,0,0,0,0,0,44,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692662400,2023-08-22
0,7,39,Low,Low,Moderate,0,7,0,0,0,0,0,0,0,0,0,39,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692748800,2023-08-23
0,22,115,Low,Low,High,0,22,0,0,0,0,0,0,0,0,0,115,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1692835200,2023-08-24
0,9,67,Low,Low,Moderate,0,9,0,0,0,0,0,0,0,0,0,67,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1692921600,2023-08-25
0,63,299,Low,High,Very High,0,63,0,0,0,0,0,0,0,0,0,299,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very High,33.7544657,-84.3898151,1693008000,2023-08-26
0,64,304,Low,High,Very High,0,64,0,0,0,0,0,0,0,0,0,304,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very High,33.7544657,-84.3898151,1693094400,2023-08-27
0,7,52,Low,Low,Moderate,0,7,0,0,0,0,0,0,0,0,0,52,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1693180800,2023-08-28
0,3,18,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1693267200,2023-08-29
0,15,83,Low,Low,High,0,15,0,0,0,0,0,0,0,0,0,83,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1693353600,2023-08-30
0,14,75,Low,Low,Moderate,0,14,0,0,0,0,0,0,0,0,0,75,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1693440000,2023-08-31
0,10,58,Low,Low,Moderate,0,10,0,0,0,0,0,0,0,0,0,58,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1693526400,2023-09-01
0,11,62,Low,Low,Moderate,0,11,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1693612800,2023-09-02
0,11,78,Low,Low,High,0,11,0,0,0,0,0,0,0,0,0,78,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1693699200,2023-09-03
0,56,488,Low,Moderate,Very High,0,56,0,0,0,0,0,0,0,0,0,488,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Very High,33.7544657,-84.3898151,1693785600,2023-09-04
0,7,204,Low,Low,High,0,7,0,0,0,0,0,0,0,0,0,204,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1693872000,2023-09-05
0,7,135,Low,Low,High,0,7,0,0,0,0,0,0,0,0,0,135,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1693958400,2023-09-06
0,1,151,Low,Low,High,0,1,0,0,0,0,0,0,0,0,0,151,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694044800,2023-09-07
0,0,154,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,154,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694131200,2023-09-08
0,0,111,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,111,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694217600,2023-09-09
0,0,262,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,262,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694304000,2023-09-10
0,0,133,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,133,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694390400,2023-09-11
0,0,80,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,80,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694476800,2023-09-12
0,0,83,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,83,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694563200,2023-09-13
0,0,138,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,138,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694649600,2023-09-14
0,0,143,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,143,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694736000,2023-09-15
0,0,133,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,133,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694822400,2023-09-16
0,0,184,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,184,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694908800,2023-09-17
0,0,125,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,125,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1694995200,2023-09-18
0,0,81,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,81,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695081600,2023-09-19
0,0,343,Low,Low,Very High,0,0,0,0,0,0,0,0,0,0,0,343,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very High,33.7544657,-84.3898151,1695168000,2023-09-20
0,0,105,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,105,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695254400,2023-09-21
0,0,105,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,105,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695340800,2023-09-22
0,0,76,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,76,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1695427200,2023-09-23
0,0,115,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,115,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695513600,2023-09-24
0,0,84,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,84,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695600000,2023-09-25
0,0,163,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,163,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1695686400,2023-09-26
0,0,62,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1695772800,2023-09-27
